Date,SPX,UKX,DAX,GBPUSD,EURUSD
10/28/1999,1342.44,6149.1,5478.89,1.6388,1.0511
10/29/1999,1362.93,6255.7,5525.4,1.6448,1.0549
11/1/1999,1354.12,6284,5524.92,1.6427,1.0513
11/2/1999,1347.74,6252,5546.95,1.6462,1.0527
11/3/1999,1354.93,6280.8,5560.87,1.6429,1.0489
11/4/1999,1362.64,6331.3,5635.62,1.6223,1.0432
11/5/1999,1370.23,6356.6,5658.1,1.6195,1.0421
11/8/1999,1377.01,6374.3,5647.94,1.6199,1.0384
11/9/1999,1365.28,6435.5,5694.73,1.6227,1.0404
11/10/1999,1373.46,6447,5742.42,1.6289,1.0447
11/11/1999,1381.46,6551.4,5802.36,1.6222,1.0406
11/12/1999,1396.06,6511.6,5791.05,1.6152,1.0318
11/15/1999,1394.39,6533.6,5859.29,1.6214,1.0333
11/16/1999,1420.07,6583,5909.52,1.6163,1.0303
11/17/1999,1410.71,6555.7,5870.17,1.6236,1.0416
11/18/1999,1424.94,6550.8,5950.05,1.6143,1.0297
11/19/1999,1422,6482.3,5955.97,1.6199,1.03
11/22/1999,1420.94,6442,5819.89,1.6204,1.0321
11/23/1999,1404.64,6534.2,5814.74,1.6248,1.0279
11/24/1999,1417.08,6561.8,5818.73,1.6103,1.0185
11/26/1999,1416.62,6684.8,5958.07,1.6073,1.0163
11/29/1999,1407.83,6692.3,5888.88,1.6064,1.0104
11/30/1999,1388.91,6597.2,5896.04,1.5981,1.0093
12/1/1999,1397.72,6646,5933.84,1.6006,1.0087
12/2/1999,1409.04,6653.7,5937.2,1.5999,1.0013
12/3/1999,1433.3,6742.2,6119.17,1.6006,1.0018
12/6/1999,1423.33,6694,6142.19,1.6197,1.0228
12/7/1999,1409.17,6660.9,6158.77,1.6242,1.0254
12/8/1999,1403.88,6619.4,6115.59,1.6282,1.0278
12/9/1999,1408.11,6680.8,6118.06,1.624,1.0214
12/10/1999,1417.04,6739.5,6097.9,1.6215,1.0134
12/13/1999,1415.22,6710.7,6127.2,1.6243,1.0144
12/14/1999,1403.17,6702.1,6187.99,1.6113,1.0058
12/15/1999,1413.32,6633.8,6232.75,1.606,1.0071
12/16/1999,1418.78,6672,6341.29,1.6111,1.017
12/17/1999,1421.03,6724.6,6353.9,1.6044,1.0088
12/20/1999,1418.09,6731.2,6378.66,1.6095,1.0133
12/21/1999,1433.43,6707.5,6418.68,1.6132,1.0085
12/22/1999,1436.13,6728.6,6492.53,1.6097,1.0094
12/23/1999,1458.34,6776.8,6782.39,1.6159,1.0156
12/29/1999,1463.46,6835.9,6859.58,1.6184,1.0051
12/30/1999,1464.47,6930.2,6958.14,1.6154,1.0087
1/4/2000,1399.42,6665.9,6586.95,1.636,1.0296
1/5/2000,1402.11,6535.9,6502.07,1.6426,1.0321
1/6/2000,1403.45,6447.2,6474.92,1.6474,1.0328
1/7/2000,1441.47,6504.8,6780.96,1.6393,1.0295
1/10/2000,1457.6,6607.7,6925.52,1.6374,1.0256
1/11/2000,1438.56,6518.9,6891.25,1.6475,1.0336
1/12/2000,1432.25,6532.8,6912.81,1.6466,1.0309
1/13/2000,1449.68,6531.5,6955.98,1.6472,1.0258
1/14/2000,1465.15,6658.2,7173.22,1.6313,1.0122
1/18/2000,1455.14,6504.6,7072.12,1.6379,1.0137
1/19/2000,1455.9,6445.4,7091.04,1.645,1.0133
1/20/2000,1445.57,6348.7,7112.66,1.6537,1.0168
1/21/2000,1441.36,6346.3,6992.75,1.6487,1.0098
1/24/2000,1401.53,6379.8,6931.99,1.6531,1.0072
1/25/2000,1410.03,6274.1,6809.64,1.6452,1.0009
1/26/2000,1404.09,6375.6,6969.37,1.6403,1.0019
1/27/2000,1398.56,6441,7126.13,1.6396,0.9882
1/28/2000,1360.16,6375.6,7066.6,1.6201,0.9747
1/31/2000,1394.46,6268.5,6835.6,1.6162,0.9707
2/1/2000,1409.28,6290.9,7050.46,1.615,0.9711
2/2/2000,1409.12,6302.8,7171.95,1.6088,0.9765
2/3/2000,1424.97,6324.3,7354.26,1.5972,0.9894
2/4/2000,1424.37,6185,7444.61,1.5918,0.9832
2/7/2000,1424.24,6118.6,7296.32,1.598,0.9815
2/8/2000,1441.72,6285.8,7549.88,1.6113,0.9855
2/9/2000,1411.7,6315.4,7629.11,1.6169,0.9942
2/10/2000,1416.83,6279.8,7709.27,1.6097,0.9854
2/11/2000,1387.12,6193.3,7611.55,1.5936,0.9875
2/14/2000,1389.94,6068.6,7644.8,1.588,0.9783
2/15/2000,1402.05,6005.2,7396.13,1.596,0.9815
2/16/2000,1387.67,6147.4,7490.32,1.6077,0.9863
2/17/2000,1388.26,6209.3,7580.53,1.609,0.9878
2/18/2000,1346.09,6165,7573.78,1.6013,0.9839
2/22/2000,1352.17,6014.7,7607.94,1.6126,1.0038
2/23/2000,1360.69,6144.1,7698.97,1.6039,1.0036
2/24/2000,1353.43,6086.7,7640.53,1.6003,0.992
2/25/2000,1333.36,6198,7738.68,1.5953,0.9749
2/28/2000,1348.05,6099.6,7587.13,1.5958,0.9709
2/29/2000,1366.42,6232.6,7644.55,1.5792,0.9642
3/1/2000,1379.19,6364.9,7727.93,1.5854,0.9727
3/2/2000,1381.76,6432.1,7945.77,1.5766,0.9656
3/3/2000,1409.17,6487.5,7960.03,1.5778,0.9586
3/6/2000,1391.28,6567.8,7975.78,1.5749,0.9586
3/7/2000,1355.62,6466.5,8064.97,1.5804,0.9584
3/8/2000,1366.7,6411.2,7987,1.5817,0.961
3/9/2000,1401.69,6532.1,7949.15,1.5827,0.9669
3/10/2000,1395.07,6568.7,7975.95,1.5765,0.9637
3/13/2000,1383.62,6466.9,7693.85,1.5792,0.9642
3/14/2000,1359.15,6487.1,7650.05,1.5776,0.9686
3/15/2000,1392.15,6447,7414.46,1.5732,0.9669
3/16/2000,1458.47,6557.2,7583.96,1.5771,0.9696
3/17/2000,1464.47,6558,7710.92,1.5748,0.9721
3/20/2000,1456.63,6624.5,7872.38,1.5689,0.9728
3/21/2000,1493.87,6617.9,7807.93,1.5717,0.9615
3/22/2000,1500.64,6609.6,7798.62,1.5795,0.961
3/23/2000,1527.35,6594.6,7694.78,1.5867,0.9715
3/24/2000,1527.46,6738.5,7932.42,1.5941,0.9779
3/27/2000,1523.86,6687.2,7892.49,1.5882,0.9672
3/28/2000,1507.73,6650.1,7931.93,1.5893,0.9605
3/29/2000,1508.52,6598.8,7864.76,1.5936,0.9514
3/30/2000,1487.92,6445.2,7644.89,1.5948,0.9613
3/31/2000,1498.58,6540.2,7599.39,1.5911,0.9555
4/3/2000,1505.97,6462.1,7429.22,1.5964,0.9553
4/4/2000,1494.73,6427,7522.8,1.5932,0.9596
4/5/2000,1487.37,6379.3,7330.77,1.5847,0.9625
4/6/2000,1501.34,6451.1,7446.21,1.5815,0.9584
4/7/2000,1516.35,6569.9,7522.2,1.5795,0.9553
4/10/2000,1504.46,6533.4,7516.95,1.5855,0.9627
4/11/2000,1500.59,6379.2,7442.66,1.5856,0.9592
4/12/2000,1467.17,6350.8,7443.07,1.5886,0.959
4/13/2000,1440.51,6357,7449.06,1.5866,0.9524
4/14/2000,1356.56,6178.1,7214.83,1.5868,0.9622
4/17/2000,1401.44,5994.6,7187.14,1.5805,0.9527
4/18/2000,1441.61,6074,7196.49,1.5771,0.9453
4/19/2000,1427.47,6184.9,7216.71,1.582,0.9402
4/20/2000,1434.54,6241.2,7157.95,1.5793,0.9374
4/25/2000,1477.44,6283,7280.51,1.5812,0.9208
4/26/2000,1460.99,6256.5,7388.55,1.5756,0.9235
4/27/2000,1464.92,6179.3,7221.74,1.572,0.9099
4/28/2000,1452.43,6327.4,7414.68,1.5513,0.9119
5/2/2000,1446.29,6373.4,7555.92,1.5604,0.91
5/3/2000,1415.1,6184.8,7376.93,1.5611,0.8948
5/4/2000,1409.57,6199.6,7386.71,1.5412,0.8895
5/5/2000,1432.63,6238.8,7530.82,1.5303,0.897
5/8/2000,1424.17,6216.3,7408.09,1.5332,0.8977
5/9/2000,1412.14,6123.8,7280.54,1.5311,0.9075
5/10/2000,1383.05,6100.6,7120.86,1.5118,0.9068
5/11/2000,1407.81,6245.9,7259.48,1.5035,0.9016
5/12/2000,1420.96,6283.5,7269.28,1.5202,0.9197
5/15/2000,1452.36,6247.7,7195.15,1.5054,0.9112
5/16/2000,1466.04,6318.4,7371.06,1.4932,0.9003
5/17/2000,1447.8,6196.2,7211.51,1.4968,0.8959
5/18/2000,1437.21,6232.9,7181.58,1.4835,0.8946
5/19/2000,1406.95,6045.4,6989.03,1.487,0.8975
5/22/2000,1400.72,6035.5,6912.96,1.4925,0.9031
5/23/2000,1373.86,6086.8,6927.69,1.4769,0.9071
5/24/2000,1399.05,6118.6,6834.88,1.4753,0.9044
5/25/2000,1381.52,6231.1,6978.87,1.4702,0.9115
5/26/2000,1378.02,6216.9,6938.33,1.49,0.9309
5/30/2000,1422.45,6359.6,7119.26,1.4966,0.9301
5/31/2000,1420.6,6359.3,7109.67,1.5014,0.938
6/1/2000,1448.81,6470.5,7272.76,1.4944,0.9312
6/2/2000,1477.26,6626.4,7438.95,1.5098,0.9463
6/5/2000,1467.63,6546.7,7408.02,1.5196,0.9479
6/6/2000,1457.84,6546.8,7359.8,1.5284,0.9548
6/7/2000,1471.36,6503.8,7292.98,1.5224,0.9622
6/8/2000,1461.67,6496.6,7243.13,1.5108,0.956
6/9/2000,1456.95,6443.8,7254.53,1.5096,0.9536
6/12/2000,1446,6430.9,7235.64,1.5131,0.9538
6/13/2000,1469.44,6447.1,7268.91,1.5068,0.9596
6/14/2000,1470.54,6536.3,7350.94,1.499,0.9579
6/15/2000,1478.73,6490.8,7328.62,1.5121,0.9547
6/16/2000,1464.46,6526,7131.4,1.5153,0.965
6/19/2000,1486,6490.2,7198.8,1.5116,0.9567
6/20/2000,1475.95,6526.9,7227.27,1.5186,0.9548
6/21/2000,1479.13,6477.8,7100.09,1.4986,0.9442
6/22/2000,1452.18,6413.8,7053.67,1.5126,0.9355
6/23/2000,1441.48,6391.5,6980.41,1.5011,0.9359
6/26/2000,1455.31,6405.2,7027.19,1.4969,0.9369
6/27/2000,1450.55,6375.3,7048.96,1.5073,0.9459
6/28/2000,1454.82,6313.5,7056.05,1.5131,0.9401
6/29/2000,1442.39,6239,6874.54,1.5188,0.952
6/30/2000,1454.6,6312.7,6898.21,1.5141,0.9525
7/3/2000,1469.54,6470.4,6958.96,1.5135,0.9502
7/5/2000,1446.23,6382.5,6961.73,1.5074,0.9525
7/6/2000,1456.67,6419.6,6951.09,1.5073,0.9507
7/7/2000,1478.9,6497.5,7052.22,1.5139,0.9484
7/10/2000,1475.62,6466.2,7070.82,1.513,0.9553
7/11/2000,1480.88,6475.8,7003.98,1.5172,0.9527
7/12/2000,1492.92,6518.5,7065.97,1.5064,0.9424
7/13/2000,1495.84,6475.7,7195.99,1.5034,0.9372
7/14/2000,1509.98,6475.4,7318.38,1.5006,0.9385
7/17/2000,1510.49,6525.5,7430.7,1.4948,0.9366
7/18/2000,1493.74,6450.5,7406.91,1.4977,0.9248
7/19/2000,1481.96,6465.4,7366.57,1.4982,0.9246
7/20/2000,1495.57,6469,7480.14,1.5116,0.9331
7/21/2000,1480.19,6378.4,7373.26,1.517,0.9369
7/24/2000,1464.29,6381.3,7328.31,1.5153,0.9337
7/25/2000,1474.47,6390.7,7329.04,1.5166,0.9385
7/26/2000,1452.42,6387.1,7302.12,1.5155,0.9428
7/27/2000,1449.62,6352.1,7183.44,1.5141,0.9317
7/28/2000,1419.89,6335.7,7128.3,1.5027,0.923
7/31/2000,1430.83,6365.3,7190.37,1.4997,0.9266
8/1/2000,1438.1,6379.3,7145.53,1.492,0.9147
8/2/2000,1438.7,6391.3,7112.45,1.4957,0.9136
8/3/2000,1452.56,6317.1,7037.91,1.4977,0.9061
8/4/2000,1462.93,6363.5,7016.59,1.5065,0.9083
8/7/2000,1479.32,6387.8,7113.22,1.5136,0.9071
8/8/2000,1482.8,6358.1,7123.81,1.505,0.9022
8/9/2000,1472.87,6414,7226.71,1.502,0.9006
8/10/2000,1460.25,6387.3,7280.97,1.4976,0.9083
8/11/2000,1471.84,6384.5,7322.98,1.5015,0.9026
8/14/2000,1491.56,6419.9,7331.67,1.5055,0.9056
8/15/2000,1484.43,6475.5,7307.43,1.5043,0.9135
8/16/2000,1479.85,6532,7315.27,1.5005,0.9161
8/17/2000,1496.07,6518.2,7278.43,1.4977,0.9162
8/18/2000,1491.72,6543.7,7232.42,1.4895,0.9064
8/21/2000,1499.48,6542.2,7199.34,1.4872,0.9017
8/22/2000,1498.13,6584.8,7249.2,1.4816,0.8964
8/23/2000,1505.97,6566.2,7232.78,1.4873,0.9017
8/24/2000,1508.31,6557,7230.26,1.4813,0.9021
8/25/2000,1506.45,6563.7,7307.17,1.4692,0.9021
8/29/2000,1509.84,6586.3,7294.4,1.4561,0.8921
8/30/2000,1502.59,6615.1,7185.56,1.4598,0.894
8/31/2000,1517.68,6672.7,7216.45,1.4473,0.8878
9/1/2000,1520.77,6795,7344.67,1.4642,0.8997
9/5/2000,1507.08,6752.5,7395.07,1.4548,0.8903
9/6/2000,1492.25,6694.7,7333.02,1.4367,0.8702
9/7/2000,1502.51,6689.2,7373.34,1.438,0.8713
9/8/2000,1494.5,6600.7,7267.77,1.4151,0.8672
9/11/2000,1489.26,6582,7214.45,1.4024,0.8577
9/12/2000,1481.99,6555.5,7135.75,1.4066,0.864
9/13/2000,1484.91,6478.2,7006.26,1.4094,0.8594
9/14/2000,1480.87,6555.5,7048.5,1.4074,0.8644
9/15/2000,1465.81,6417.3,6999.54,1.3977,0.8543
9/18/2000,1444.51,6410.2,6891.69,1.4063,0.8537
9/19/2000,1459.9,6403.5,6937.74,1.4091,0.8509
9/20/2000,1451.34,6279.9,6765.23,1.4105,0.8493
9/21/2000,1449.05,6199.2,6682.92,1.4375,0.8599
9/22/2000,1448.72,6205.9,6740.25,1.4537,0.8766
9/25/2000,1439.03,6257.1,6788.69,1.4526,0.8745
9/26/2000,1427.21,6213.2,6765.04,1.4638,0.8828
9/27/2000,1426.57,6269.3,6814.06,1.4645,0.8834
9/28/2000,1458.29,6264.1,6832.76,1.4623,0.8791
9/29/2000,1436.51,6294.2,6798.12,1.4754,0.8828
10/2/2000,1436.23,6284.5,6862.26,1.4662,0.8773
10/4/2000,1434.32,6334.9,6823.43,1.4597,0.8746
10/5/2000,1436.28,6382,6892.49,1.4439,0.8691
10/6/2000,1408.99,6391.2,6776.39,1.4459,0.8684
10/9/2000,1402.03,6264.8,6680.78,1.4487,0.8687
10/10/2000,1387.02,6247.7,6673.15,1.4546,0.8716
10/11/2000,1364.59,6117.6,6561.63,1.4628,0.8683
10/12/2000,1329.78,6131.9,6465.26,1.4714,0.863
10/13/2000,1374.17,6209.6,6661.3,1.4498,0.856
10/16/2000,1374.62,6285.7,6627.25,1.4477,0.8498
10/17/2000,1349.97,6203.2,6531.71,1.4503,0.8543
10/18/2000,1342.13,6148.2,6483,1.4436,0.8389
10/19/2000,1388.76,6218.9,6619.43,1.4464,0.8436
10/20/2000,1396.93,6276.3,6618.43,1.4512,0.8421
10/23/2000,1395.78,6315.9,6620.87,1.4537,0.8354
10/24/2000,1398.13,6438.4,6802.81,1.45,0.8359
10/25/2000,1364.9,6367.8,6748.22,1.432,0.8272
10/26/2000,1364.44,6302.3,6767.9,1.4364,0.8303
10/27/2000,1379.58,6366.5,6924.68,1.455,0.8393
10/30/2000,1398.66,6388.4,6926.57,1.4493,0.8411
10/31/2000,1429.4,6438.4,7077.44,1.4477,0.8489
11/1/2000,1421.22,6457.6,7059.07,1.4516,0.8612
11/2/2000,1428.32,6392,7088.64,1.4433,0.8584
11/3/2000,1426.69,6385.4,7128.27,1.4485,0.8666
11/6/2000,1432.19,6431,7136.3,1.4271,0.8625
11/7/2000,1431.87,6466.9,7076.28,1.4333,0.86
11/8/2000,1409.28,6477.4,7008.64,1.4232,0.8555
11/9/2000,1400.14,6442.2,6959.5,1.4333,0.8666
11/10/2000,1365.98,6400.2,6851.69,1.4254,0.8596
11/13/2000,1351.26,6274.8,6742.1,1.4379,0.8571
11/14/2000,1382.95,6412.9,6966.65,1.4307,0.8576
11/15/2000,1389.81,6432.3,6961.09,1.4269,0.8575
11/16/2000,1372.32,6430.4,6842.11,1.4255,0.8532
11/17/2000,1367.72,6440.1,6752.29,1.4227,0.8478
11/20/2000,1342.62,6345,6609.48,1.424,0.8514
11/21/2000,1347.35,6382.1,6678.07,1.418,0.844
11/22/2000,1322.36,6221.4,6510.54,1.4072,0.8457
11/24/2000,1341.77,6327.6,6664.18,1.3994,0.838
11/27/2000,1348.97,6374.7,6696.91,1.4176,0.8529
11/28/2000,1336.09,6249.8,6625.56,1.4178,0.8559
11/29/2000,1341.91,6164.9,6598.32,1.4222,0.8578
11/30/2000,1314.95,6142.2,6372.33,1.4251,0.8729
12/1/2000,1315.23,6170.4,6512.91,1.4423,0.8799
12/4/2000,1324.97,6158.7,6408.1,1.4516,0.8857
12/5/2000,1376.54,6299,6637.09,1.4321,0.8799
12/6/2000,1351.46,6273.3,6622.25,1.4439,0.892
12/7/2000,1343.55,6231.4,6566.08,1.4448,0.8885
12/8/2000,1369.89,6288.3,6691.25,1.4518,0.8888
12/11/2000,1380.2,6370.3,6782.52,1.4568,0.8783
12/12/2000,1371.18,6390.4,6733.59,1.4486,0.8794
12/13/2000,1359.99,6403,6620.21,1.4561,0.877
12/14/2000,1340.93,6263.8,6469.95,1.4733,0.8923
12/15/2000,1312.15,6175.8,6331.3,1.4757,0.8966
12/18/2000,1322.74,6246.5,6390.25,1.4758,0.896
12/19/2000,1305.6,6295,6479.28,1.4694,0.8953
12/20/2000,1264.74,6176.7,6248.76,1.4762,0.9093
12/21/2000,1274.86,6115.5,6200.71,1.4735,0.9166
12/22/2000,1305.97,6097.5,6251.4,1.4765,0.9232
12/27/2000,1328.92,6218.2,6328.16,1.4965,0.9312
12/28/2000,1334.22,6223.2,6371.64,1.4932,0.9296
12/29/2000,1320.28,6222.5,6433.61,1.493,0.9427
1/2/2001,1283.27,6174.7,6289.82,1.5026,0.9517
1/3/2001,1347.56,6039.9,6434.96,1.4894,0.928
1/4/2001,1333.34,6185.6,6376.54,1.5009,0.9495
1/5/2001,1298.35,6198.1,6382.31,1.5038,0.957
1/8/2001,1295.86,6149.6,6392.17,1.496,0.9467
1/9/2001,1300.8,6088.1,6404.52,1.4884,0.9434
1/10/2001,1313.27,6059.9,6320.07,1.4867,0.937
1/11/2001,1326.82,6114.9,6465.21,1.4988,0.9519
1/12/2001,1318.32,6165.5,6490.03,1.4786,0.9513
1/16/2001,1326.65,6083.3,6502.89,1.472,0.9427
1/17/2001,1329.47,6197.4,6653.38,1.4734,0.9358
1/18/2001,1347.97,6209.9,6635.76,1.4727,0.943
1/19/2001,1342.54,6209.3,6651.53,1.4628,0.9342
1/22/2001,1342.9,6232,6675,1.4654,0.9387
1/23/2001,1360.4,6214.7,6722.41,1.4687,0.9358
1/24/2001,1364.3,6264.4,6706.67,1.4546,0.9236
1/25/2001,1357.51,6255.6,6727.49,1.4592,0.9244
1/26/2001,1354.95,6294.3,6695.2,1.4554,0.9244
1/29/2001,1364.17,6317,6750.96,1.4581,0.9172
1/30/2001,1373.73,6334.5,6739.3,1.4625,0.9268
1/31/2001,1366.01,6297.5,6795.14,1.4646,0.9366
2/1/2001,1373.47,6251.8,6704.68,1.4776,0.9388
2/2/2001,1349.47,6256.4,6638.2,1.4707,0.9364
2/5/2001,1354.31,6269.2,6628.07,1.4741,0.9375
2/6/2001,1352.26,6293.4,6693.03,1.4598,0.931
2/7/2001,1340.89,6225.6,6578.96,1.4517,0.9285
2/8/2001,1332.53,6206.1,6636.81,1.4445,0.9175
2/9/2001,1314.76,6164.3,6497.07,1.4446,0.9242
2/12/2001,1330.31,6241.4,6564.91,1.4525,0.9322
2/13/2001,1318.8,6228.5,6557.93,1.4523,0.9208
2/14/2001,1315.92,6176.2,6479.87,1.4545,0.918
2/15/2001,1326.61,6197.9,6591.67,1.4488,0.9053
2/16/2001,1301.53,6088.3,6439.26,1.4483,0.915
2/20/2001,1278.94,5980.1,6451.57,1.4468,0.9114
2/21/2001,1255.27,5972.4,6347.99,1.4423,0.9101
2/22/2001,1252.82,6003.1,6277.99,1.4465,0.9038
2/23/2001,1245.86,5943.7,6075.34,1.455,0.9176
2/26/2001,1267.65,5916.7,6189.07,1.4448,0.911
2/27/2001,1257.94,5941.2,6220.48,1.4442,0.9176
2/28/2001,1239.94,5917.9,6208.24,1.4455,0.9236
3/1/2001,1241.23,5908.6,6123.38,1.4555,0.9304
3/2/2001,1234.18,5858.6,6159.02,1.4681,0.9358
3/5/2001,1241.41,5931.3,6216.38,1.4667,0.9286
3/6/2001,1253.8,6012,6284.06,1.4666,0.9337
3/7/2001,1261.89,6001.8,6305.64,1.4616,0.9295
3/8/2001,1264.74,6003.2,6267.06,1.4695,0.933
3/9/2001,1233.42,5917.3,6204.42,1.4698,0.9328
3/12/2001,1180.16,5826.5,6046.56,1.465,0.9291
3/13/2001,1197.66,5720.7,5962.93,1.45,0.9152
3/14/2001,1166.71,5625.9,5794.12,1.4457,0.9114
3/15/2001,1173.56,5729.2,5889.95,1.4355,0.8974
3/16/2001,1150.53,5562.8,5734.49,1.4318,0.8978
3/19/2001,1170.81,5551.6,5657.29,1.4245,0.8999
3/20/2001,1142.62,5646.8,5782.16,1.4358,0.9094
3/21/2001,1122.14,5540.7,5622.09,1.4312,0.8965
3/22/2001,1117.58,5314.8,5388.02,1.4216,0.8892
3/23/2001,1139.83,5402.3,5544.67,1.425,0.8899
3/26/2001,1152.69,5576.6,5726.97,1.435,0.8965
3/27/2001,1182.17,5728.1,5938.21,1.4346,0.8938
3/28/2001,1153.29,5614,5817.52,1.438,0.8866
3/29/2001,1147.95,5588.4,5879.3,1.4263,0.8821
3/30/2001,1160.33,5633.7,5829.95,1.4161,0.8767
4/2/2001,1145.87,5618.5,5760.76,1.4187,0.8792
4/3/2001,1106.46,5463.1,5553.46,1.433,0.8976
4/4/2001,1103.25,5535.7,5597.66,1.4331,0.9011
4/5/2001,1151.44,5621.8,5773.34,1.4275,0.8968
4/6/2001,1128.43,5601.5,5698.88,1.44,0.9042
4/9/2001,1137.59,5663.3,5781.01,1.4445,0.8967
4/10/2001,1168.38,5803,5913.84,1.4324,0.8888
4/11/2001,1165.89,5788.1,5951.16,1.4366,0.8879
4/12/2001,1183.5,5766.6,6002.3,1.4395,0.8926
4/17/2001,1191.81,5761.1,5935.58,1.4323,0.8835
4/18/2001,1238.16,5890.2,6164.88,1.4278,0.8835
4/19/2001,1253.7,5871.6,6181.91,1.4467,0.8975
4/20/2001,1242.98,5879.8,6127.97,1.4412,0.9022
4/23/2001,1224.36,5871.3,6051.48,1.4372,0.8962
4/24/2001,1209.47,5840.3,6124.57,1.4342,0.8942
4/25/2001,1228.75,5827.5,6115.19,1.4412,0.8975
4/26/2001,1234.52,5868.3,6123.66,1.4418,0.9034
4/27/2001,1253.05,5951.4,6175.24,1.4367,0.8918
4/30/2001,1249.46,5966.9,6264.51,1.432,0.8891
5/2/2001,1267.43,5904.2,6213.84,1.4341,0.8939
5/3/2001,1248.58,5765.8,6089.17,1.4356,0.8899
5/4/2001,1266.61,5870.3,6138.28,1.4393,0.8925
5/8/2001,1261.2,5886.4,6108.72,1.4264,0.885
5/9/2001,1255.54,5893.7,6063.94,1.4219,0.8863
5/10/2001,1255.18,5964,6165.18,1.4221,0.8814
5/11/2001,1245.67,5896.8,6141.02,1.419,0.8753
5/14/2001,1248.92,5690.5,6064.68,1.42,0.8741
5/15/2001,1249.44,5842.9,6070.38,1.4245,0.8785
5/16/2001,1284.99,5884,6148.44,1.4308,0.883
5/17/2001,1288.49,5904.5,6173.81,1.432,0.8828
5/18/2001,1291.96,5915,6186.87,1.4395,0.8814
5/21/2001,1312.83,5941.6,6249.87,1.4403,0.8768
5/22/2001,1309.38,5976.6,6270.59,1.4275,0.8654
5/23/2001,1289.05,5897.4,6215.25,1.4193,0.8568
5/24/2001,1293.17,5915.9,6278.9,1.408,0.8566
5/25/2001,1277.89,5889.8,6223.57,1.4225,0.8611
5/29/2001,1267.93,5863.9,6120.33,1.4233,0.8555
5/30/2001,1248.08,5796.9,6041.22,1.4261,0.8568
5/31/2001,1255.82,5796.1,6123.26,1.4184,0.8453
6/1/2001,1260.67,5809.6,6125.17,1.4184,0.8475
6/4/2001,1267.11,5856.5,6177.74,1.4143,0.8457
6/5/2001,1283.57,5922.5,6242.13,1.4138,0.854
6/6/2001,1270.03,5901.5,6192.44,1.3926,0.8478
6/7/2001,1276.96,5948.3,6184.25,1.3927,0.8509
6/8/2001,1264.96,5950.6,6187.21,1.3784,0.8505
6/11/2001,1254.39,5860.5,6162.74,1.3727,0.8424
6/12/2001,1255.85,5804,6059.15,1.3746,0.8535
6/13/2001,1241.6,5820.2,6111.94,1.392,0.8553
6/14/2001,1219.87,5752.5,6031.27,1.4014,0.8624
6/15/2001,1214.36,5723,5915.18,1.4031,0.861
6/18/2001,1208.43,5671.6,5869.04,1.4047,0.8608
6/19/2001,1212.58,5680.4,5922.53,1.4013,0.854
6/20/2001,1223.14,5699.6,5876.04,1.3957,0.8547
6/21/2001,1237.04,5641.4,5926.38,1.4154,0.8546
6/22/2001,1225.35,5665.7,5941.77,1.4132,0.8576
6/25/2001,1218.6,5661.9,5902.32,1.413,0.8591
6/26/2001,1216.76,5555.7,5847.79,1.4152,0.8635
6/27/2001,1211.07,5607.9,5833.1,1.4173,0.8597
6/28/2001,1226.2,5638.4,5971.77,1.4088,0.8442
6/29/2001,1224.42,5642.5,6058.38,1.4153,0.849
7/2/2001,1236.71,5716.7,6109.5,1.4176,0.8478
7/3/2001,1234.45,5639.9,6056.84,1.4074,0.8484
7/5/2001,1219.24,5549.6,5999.19,1.4028,0.8364
7/6/2001,1190.59,5479.2,5862.1,1.4118,0.8476
7/9/2001,1198.78,5468.9,5869.86,1.4085,0.85
7/10/2001,1181.52,5467.9,5816.32,1.412,0.855
7/11/2001,1180.18,5391.9,5801.8,1.4078,0.8588
7/12/2001,1208.14,5481.6,5889.88,1.4076,0.8536
7/13/2001,1215.68,5537,5928.01,1.4037,0.8547
7/16/2001,1202.45,5517.1,5853.76,1.3995,0.8522
7/17/2001,1214.44,5427.8,5846.66,1.4012,0.8595
7/18/2001,1207.71,5404.6,5728.37,1.4215,0.8735
7/19/2001,1215.02,5437.4,5829.69,1.4283,0.8708
7/20/2001,1210.85,5387.1,5764.06,1.4277,0.8711
7/23/2001,1191.03,5405.3,5791.73,1.4202,0.869
7/24/2001,1171.65,5320.2,5663.26,1.4211,0.8739
7/25/2001,1190.49,5275.7,5582.76,1.4283,0.8813
7/26/2001,1202.93,5286.1,5675.76,1.4278,0.8777
7/27/2001,1205.82,5403.1,5754.86,1.4236,0.8774
7/30/2001,1204.52,5446.7,5792.19,1.4262,0.8742
7/31/2001,1211.23,5529.1,5861.19,1.4252,0.8764
8/1/2001,1215.93,5546.9,5835.23,1.4339,0.881
8/2/2001,1220.75,5584.5,5777.28,1.4315,0.8836
8/3/2001,1214.35,5547.6,5735.88,1.4293,0.8844
8/6/2001,1200.48,5526.4,5746.04,1.4183,0.8813
8/7/2001,1204.4,5536.8,5752.51,1.416,0.8777
8/8/2001,1183.53,5476.5,5614.51,1.417,0.8804
8/9/2001,1183.43,5402.9,5512.28,1.4254,0.8923
8/10/2001,1190.16,5427.2,5433.49,1.4232,0.8934
8/13/2001,1191.29,5431.1,5453.77,1.4193,0.8965
8/14/2001,1186.73,5507.8,5520.71,1.4289,0.9032
8/15/2001,1178.02,5461.6,5455.44,1.4409,0.914
